0, 0.4,  0.05, 210000000000
0, -13.8582, 5.7403, 23, 0, 0, -50e3, 1, 0, 1
0, -10.6066, 10.6066, 23, 0, 0, -50e3, 1, 0, 1
0, -5.7403, 13.8582, 23, 0, 0, -50e3, 1, 0, 1
0, 0, 15, 23, 0, 0, -50e3, 1, 0, 1
0, 5.7403, 13.8582, 23, 0, 0, -50e3, 1, 0, 1
0, 10.6066, 10.6066, 23, 0, 0, -50e3, 1, 0, 1
0, 13.8582, 5.7403, 23, 0, 0, -50e3, 1, 0, 1
0, 15, 0, 23, 0, 0, -50e3, 1, 0, 1
0, 13.8582, -5.7403, 23, 0, 0, -50e3, 1, 0, 1
0, 10.6066, -10.6066, 23, 0, 0, -50e3, 1, 0, 1
0, 5.7403, -13.8582, 23, 0, 0, -50e3, 1, 0, 1
0, 0, -15, 23, 0, 0, -50e3, 1, 0, 1
0, -5.7403, -13.8582, 23, 0, 0, -50e3, 1, 0, 1
0, -10.6066, -10.6066, 23, 0, 0, -50e3, 1, 0, 1
0, -13.8582, -5.7403, 23, 0, 0, -50e3, 1, 0, 1
0, -15, 0, 23, 0, 0, -50e3, 1, 0, 1
0, -21.2492, 8.8017, 18, 0, 0, -50e3, 1, 0, 1
0, -16.2635, 16.2635, 18, 0, 0, -50e3, 1, 0, 1
0, -8.8017, 21.2492, 18, 0, 0, -50e3, 1, 0, 1
0, 0, 23, 18, 0, 0, -50e3, 1, 0, 1
0, 8.8017, 21.2492, 18, 0, 0, -50e3, 1, 0, 1
0, 16.2635, 16.2635, 18, 0, 0, -50e3, 1, 0, 1
0, 21.2492, 8.8017, 18, 0, 0, -50e3, 1, 0, 1
0, 23, 0, 18, 0, 0, -50e3, 1, 0, 1
0, 21.2492, -8.8017, 18, 0, 0, -50e3, 1, 0, 1
0, 16.2635, -16.2635, 18, 0, 0, -50e3, 1, 0, 1
0, 8.8017, -21.2492, 18, 0, 0, -50e3, 1, 0, 1
0, 0, -23, 18, 0, 0, -50e3, 1, 0, 1
0, -8.8017, -21.2492, 18, 0, 0, -50e3, 1, 0, 1
0, -16.2635, -16.2635, 18, 0, 0, -50e3, 1, 0, 1
0, -21.2492, -8.8017, 18, 0, 0, -50e3, 1, 0, 1
0, -23, 0, 18, 0, 0, -50e3, 1, 0, 1
0, -28.6403, 11.8632, 13, -92.388e3, 38.2683e3, -85.0904e3, 1, 0, 1
0, -21.9203, 21.9203, 13, -70.7107e3, 70.7107e3, -85.0904e3, 1, 0, 1
0, -11.8632, 28.6403, 13, -38.2683e3, 92.388e3, -85.0904e3, 1, 0, 1
0, 0, 31, 13, 0, 100e3, -85.0904e3, 1, 0, 1
0, 11.8632, 28.6403, 13, 38.2683e3, 92.388e3, -85.0904e3, 1, 0, 1
0, 21.9203, 21.9203, 13, 70.7107e3, 70.7107e3, -85.0904e3, 1, 0, 1
0, 28.6403, 11.8632, 13, 92.388e3, 38.2683e3, -85.0904e3, 1, 0, 1
0, 31, 0, 13, 100e3, 0, -85.0904e3, 1, 0, 1
0, 28.6403, -11.8632, 13, 92.388e3, -38.2683e3, -85.0904e3, 1, 0, 1
0, 21.9203, -21.9203, 13, 70.7107e3, -70.7107e3, -85.0904e3, 1, 0, 1
0, 11.8632, -28.6403, 13, 38.2683e3, -92.388e3, -85.0904e3, 1, 0, 1
0, 0, -31, 13, 0, -100e3, -85.0904e3, 1, 0, 1
0, -11.8632, -28.6403, 13, -38.2683e3, -92.388e3, -85.0904e3, 1, 0, 1
0, -21.9203, -21.9203, 13, -70.7107e3, -70.7107e3, -85.0904e3, 1, 0, 1
0, -28.6403, -11.8632, 13, -92.388e3, -38.2683e3, -85.0904e3, 1, 0, 1
0, -31, 0, 13, -100e3, 0, -85.0904e3, 1, 0, 1
0, -21.2492, 8.8017, 8, 0, 0, 0, 1, 0, 1
0, -16.2635, 16.2635, 8, 0, 0, 0, 1, 0, 1
0, -8.8017, 21.2492, 8, 0, 0, 0, 1, 0, 1
0, 0, 23, 8, 0, 0, 0, 1, 0, 1
0, 8.8017, 21.2492, 8, 0, 0, 0, 1, 0, 1
0, 16.2635, 16.2635, 8, 0, 0, 0, 1, 0, 1
0, 21.2492, 8.8017, 8, 0, 0, 0, 1, 0, 1
0, 23, 0, 8, 0, 0, 0, 1, 0, 1
0, 21.2492, -8.8017, 8, 0, 0, 0, 1, 0, 1
0, 16.2635, -16.2635, 8, 0, 0, 0, 1, 0, 1
0, 8.8017, -21.2492, 8, 0, 0, 0, 1, 0, 1
0, 0, -23, 8, 0, 0, 0, 1, 0, 1
0, -8.8017, -21.2492, 8, 0, 0, 0, 1, 0, 1
0, -16.2635, -16.2635, 8, 0, 0, 0, 1, 0, 1
0, -21.2492, -8.8017, 8, 0, 0, 0, 1, 0, 1
0, -23, 0, 8, 0, 0, 0, 1, 0, 1
0, -13.8582, 5.7403, 3, 0, 0, 0, 1, 0, 1
0, -10.6066, 10.6066, 3, 0, 0, 0, 1, 0, 1
0, -5.7403, 13.8582, 3, 0, 0, 0, 1, 0, 1
0, 0, 15, 3, 0, 0, 0, 1, 0, 1
0, 5.7403, 13.8582, 3, 0, 0, 0, 1, 0, 1
0, 10.6066, 10.6066, 3, 0, 0, 0, 1, 0, 1
0, 13.8582, 5.7403, 3, 0, 0, 0, 1, 0, 1
0, 15, 0, 3, 0, 0, 0, 1, 0, 1
0, 13.8582, -5.7403, 3, 0, 0, 0, 1, 0, 1
0, 10.6066, -10.6066, 3, 0, 0, 0, 1, 0, 1
0, 5.7403, -13.8582, 3, 0, 0, 0, 1, 0, 1
0, 0, -15, 3, 0, 0, 0, 1, 0, 1
0, -5.7403, -13.8582, 3, 0, 0, 0, 1, 0, 1
0, -10.6066, -10.6066, 3, 0, 0, 0, 1, 0, 1
0, -13.8582, -5.7403, 3, 0, 0, 0, 1, 0, 1
0, -15, 0, 3, 0, 0, 0, 1, 0, 1
0, -14.7118, 2.9264, 0, 0, 0, 0, 0, 0, 0
0, -13.8582, 5.7403, 0, 0, 0, 0, 0, 0, 0
0, -12.472, 8.3336, 0, 0, 0, 0, 0, 0, 0
0, -10.6066, 10.6066, 0, 0, 0, 0, 0, 0, 0
0, -8.3336, 12.472, 0, 0, 0, 0, 0, 0, 0
0, -5.7403, 13.8582, 0, 0, 0, 0, 0, 0, 0
0, -2.9264, 14.7118, 0, 0, 0, 0, 0, 0, 0
1, 0, 15, 0, 0, 0, 0, 0, 0, 0
0, 2.9264, 14.7118, 0, 0, 0, 0, 0, 0, 0
0, 5.7403, 13.8582, 0, 0, 0, 0, 0, 0, 0
0, 8.3336, 12.472, 0, 0, 0, 0, 0, 0, 0
0, 10.6066, 10.6066, 0, 0, 0, 0, 0, 0, 0
0, 12.472, 8.3336, 0, 0, 0, 0, 0, 0, 0
0, 13.8582, 5.7403, 0, 0, 0, 0, 0, 0, 0
0, 14.7118, 2.9264, 0, 0, 0, 0, 0, 0, 0
0, 15, 0, 0, 0, 0, 0, 0, 0, 0
0, 14.7118, -2.9264, 0, 0, 0, 0, 0, 0, 0
0, 13.8582, -5.7403, 0, 0, 0, 0, 0, 0, 0
0, 12.472, -8.3336, 0, 0, 0, 0, 0, 0, 0
0, 10.6066, -10.6066, 0, 0, 0, 0, 0, 0, 0
0, 8.3336, -12.472, 0, 0, 0, 0, 0, 0, 0
0, 5.7403, -13.8582, 0, 0, 0, 0, 0, 0, 0
0, 2.9264, -14.7118, 0, 0, 0, 0, 0, 0, 0
0, 0, -15, 0, 0, 0, 0, 0, 0, 0
0, -2.9264, -14.7118, 0, 0, 0, 0, 0, 0, 0
0, -5.7403, -13.8582, 0, 0, 0, 0, 0, 0, 0
0, -8.3336, -12.472, 0, 0, 0, 0, 0, 0, 0
0, -10.6066, -10.6066, 0, 0, 0, 0, 0, 0, 0
0, -12.472, -8.3336, 0, 0, 0, 0, 0, 0, 0
0, -13.8582, -5.7403, 0, 0, 0, 0, 0, 0, 0
0, -14.7118, -2.9264, 0, 0, 0, 0, 0, 0, 0
0, -15, 0, 0, 0, 0, 0, 0, 0, 0
